card_id,review_time,review_rating,review_state,review_duration
019a0000-0000-7000-8000-000000000571,1737968400000,1,0,3058
019a0000-0000-7000-8000-000000000623,1737968400000,2,2,3197
019a0000-0000-7000-8000-000000000651,1737968400000,1,0,6149
019a0000-0000-7000-8000-000000000020,1738054800000,3,0,8310
019a0000-0000-7000-8000-000000000040,1738054800000,4,2,3973
019a0000-0000-7000-8000-000000000051,1738054800000,3,0,4520
019a0000-0000-7000-8000-000000000207,1738054800000,3,2,14985
019a0000-0000-7000-8000-000000000339,1738054800000,1,2,11577
019a0000-0000-7000-8000-000000000522,1738054800000,3,3,3434
019a0000-0000-7000-8000-000000000571,1738054800000,1,3,8632
019a0000-0000-7000-8000-000000000651,1738054800000,1,3,10401
019a0000-0000-7000-8000-000000000768,1738054800000,3,2,4083
019a0000-0000-7000-8000-000000000068,1738141200000,3,0,7773
019a0000-0000-7000-8000-000000000158,1738141200000,3,0,14001
019a0000-0000-7000-8000-000000000178,1738141200000,3,2,6227
019a0000-0000-7000-8000-000000000223,1738141200000,2,2,5315
019a0000-0000-7000-8000-000000000339,1738141200000,3,3,9346
019a0000-0000-7000-8000-000000000480,1738141200000,3,2,13047
019a0000-0000-7000-8000-000000000571,1738141200000,1,3,12987
019a0000-0000-7000-8000-000000000651,1738141200000,4,3,14009
019a0000-0000-7000-8000-000000000675,1738141200000,3,2,3778
019a0000-0000-7000-8000-000000000020,1738227600000,3,2,12671
019a0000-0000-7000-8000-000000000051,1738227600000,3,2,6786
019a0000-0000-7000-8000-000000000161,1738227600000,3,2,10828
019a0000-0000-7000-8000-000000000217,1738227600000,2,2,6957
019a0000-0000-7000-8000-000000000256,1738227600000,3,2,3408
019a0000-0000-7000-8000-000000000402,1738227600000,3,2,12568
019a0000-0000-7000-8000-000000000522,1738227600000,3,2,6283
019a0000-0000-7000-8000-000000000571,1738227600000,3,3,4348
019a0000-0000-7000-8000-000000000638,1738227600000,3,2,3040
019a0000-0000-7000-8000-000000000027,1738314000000,1,0,9138
019a0000-0000-7000-8000-000000000068,1738314000000,3,2,5139
019a0000-0000-7000-8000-000000000089,1738314000000,1,0,8225
019a0000-0000-7000-8000-000000000132,1738314000000,4,2,7376
019a0000-0000-7000-8000-000000000158,1738314000000,3,2,3000
019a0000-0000-7000-8000-000000000206,1738314000000,1,0,3225
019a0000-0000-7000-8000-000000000467,1738314000000,3,2,10847
019a0000-0000-7000-8000-000000000498,1738314000000,2,2,12311
019a0000-0000-7000-8000-000000000571,1738314000000,3,2,3038
019a0000-0000-7000-8000-000000000633,1738314000000,4,0,5439
019a0000-0000-7000-8000-000000000027,1738400400000,3,3,8609
019a0000-0000-7000-8000-000000000029,1738400400000,3,0,10941
019a0000-0000-7000-8000-000000000071,1738400400000,1,0,6139
019a0000-0000-7000-8000-000000000089,1738400400000,3,3,9950
019a0000-0000-7000-8000-000000000203,1738400400000,4,0,12124
019a0000-0000-7000-8000-000000000206,1738400400000,2,3,10585
019a0000-0000-7000-8000-000000000473,1738400400000,3,2,13841
019a0000-0000-7000-8000-000000000650,1738400400000,3,0,3007
019a0000-0000-7000-8000-000000000651,1738400400000,3,2,13872
019a0000-0000-7000-8000-000000000663,1738400400000,3,2,6994
019a0000-0000-7000-8000-000000000693,1738400400000,3,2,3883
019a0000-0000-7000-8000-000000000071,1738486800000,3,3,4328
019a0000-0000-7000-8000-000000000403,1738486800000,4,2,12945
019a0000-0000-7000-8000-000000000558,1738486800000,3,0,6639
019a0000-0000-7000-8000-000000000593,1738486800000,3,2,4837
019a0000-0000-7000-8000-000000000029,1738573200000,3,2,6983
019a0000-0000-7000-8000-000000000339,1738573200000,2,2,11925
019a0000-0000-7000-8000-000000000571,1738573200000,1,2,11627
019a0000-0000-7000-8000-000000000650,1738573200000,1,2,11634
019a0000-0000-7000-8000-000000000677,1738573200000,3,2,10721
019a0000-0000-7000-8000-000000000009,1738659600000,3,0,4928
019a0000-0000-7000-8000-000000000065,1738659600000,3,0,7507
019a0000-0000-7000-8000-000000000091,1738659600000,1,0,13210
019a0000-0000-7000-8000-000000000128,1738659600000,3,0,5469
019a0000-0000-7000-8000-000000000206,1738659600000,3,2,3779
019a0000-0000-7000-8000-000000000557,1738659600000,1,0,11521
019a0000-0000-7000-8000-000000000558,1738659600000,3,2,8574
019a0000-0000-7000-8000-000000000571,1738659600000,3,3,9563
019a0000-0000-7000-8000-000000000650,1738659600000,3,3,3499
019a0000-0000-7000-8000-000000000701,1738659600000,1,0,11601
019a0000-0000-7000-8000-000000000733,1738659600000,1,0,6413
019a0000-0000-7000-8000-000000000091,1738746000000,1,3,5219
019a0000-0000-7000-8000-000000000221,1738746000000,3,2,7310
019a0000-0000-7000-8000-000000000290,1738746000000,3,0,3875
019a0000-0000-7000-8000-000000000385,1738746000000,1,0,12122
019a0000-0000-7000-8000-000000000469,1738746000000,3,0,11055
019a0000-0000-7000-8000-000000000557,1738746000000,1,3,9103
019a0000-0000-7000-8000-000000000633,1738746000000,3,2,12437
019a0000-0000-7000-8000-000000000678,1738746000000,4,0,14235
019a0000-0000-7000-8000-000000000701,1738746000000,3,3,12797
019a0000-0000-7000-8000-000000000733,1738746000000,1,3,6478
019a0000-0000-7000-8000-000000000009,1738832400000,4,2,8849
019a0000-0000-7000-8000-000000000027,1738832400000,3,2,3002
019a0000-0000-7000-8000-000000000065,1738832400000,1,2,6188
019a0000-0000-7000-8000-000000000089,1738832400000,1,2,12851
019a0000-0000-7000-8000-000000000091,1738832400000,3,3,8920
019a0000-0000-7000-8000-000000000128,1738832400000,2,2,11269
019a0000-0000-7000-8000-000000000203,1738832400000,3,2,10642
019a0000-0000-7000-8000-000000000385,1738832400000,2,3,9485
019a0000-0000-7000-8000-000000000522,1738832400000,3,2,14129
019a0000-0000-7000-8000-000000000557,1738832400000,1,3,4152
019a0000-0000-7000-8000-000000000586,1738832400000,3,0,12509
019a0000-0000-7000-8000-000000000733,1738832400000,3,3,3144
019a0000-0000-7000-8000-000000000065,1738918800000,4,3,6828
019a0000-0000-7000-8000-000000000071,1738918800000,1,2,4851
019a0000-0000-7000-8000-000000000089,1738918800000,3,3,12918
019a0000-0000-7000-8000-000000000147,1738918800000,2,0,13057
019a0000-0000-7000-8000-000000000211,1738918800000,3,0,3125
019a0000-0000-7000-8000-000000000216,1738918800000,3,0,13937
019a0000-0000-7000-8000-000000000290,1738918800000,3,2,7545
019a0000-0000-7000-8000-000000000306,1738918800000,1,2,10127
019a0000-0000-7000-8000-000000000469,1738918800000,3,2,11195
019a0000-0000-7000-8000-000000000557,1738918800000,3,3,8539
019a0000-0000-7000-8000-000000000071,1739005200000,1,3,12695
019a0000-0000-7000-8000-000000000091,1739005200000,3,2,9589
019a0000-0000-7000-8000-000000000239,1739005200000,1,2,5454
019a0000-0000-7000-8000-000000000376,1739005200000,3,2,12285
019a0000-0000-7000-8000-000000000495,1739005200000,3,0,11886
019a0000-0000-7000-8000-000000000557,1739005200000,1,2,10732
019a0000-0000-7000-8000-000000000586,1739005200000,2,2,4296
019a0000-0000-7000-8000-000000000733,1739005200000,3,2,9913
019a0000-0000-7000-8000-000000000071,1739091600000,3,3,9167
019a0000-0000-7000-8000-000000000101,1739091600000,1,2,8613
019a0000-0000-7000-8000-000000000147,1739091600000,3,2,10044
019a0000-0000-7000-8000-000000000211,1739091600000,2,2,5835
019a0000-0000-7000-8000-000000000216,1739091600000,2,2,4606
019a0000-0000-7000-8000-000000000306,1739091600000,3,3,3836
019a0000-0000-7000-8000-000000000348,1739091600000,2,2,11553
019a0000-0000-7000-8000-000000000385,1739091600000,3,2,9145
019a0000-0000-7000-8000-000000000557,1739091600000,3,3,6666
019a0000-0000-7000-8000-000000000650,1739091600000,3,2,6718
019a0000-0000-7000-8000-000000000118,1739178000000,3,0,13809
019a0000-0000-7000-8000-000000000121,1739178000000,1,0,8319
019a0000-0000-7000-8000-000000000239,1739178000000,4,3,7143
019a0000-0000-7000-8000-000000000375,1739178000000,1,2,13480
019a0000-0000-7000-8000-000000000495,1739178000000,3,2,13103
019a0000-0000-7000-8000-000000000557,1739178000000,3,2,10978
019a0000-0000-7000-8000-000000000678,1739178000000,1,2,4142
019a0000-0000-7000-8000-000000000701,1739178000000,3,2,5501
019a0000-0000-7000-8000-000000000015,1739264400000,3,0,3231
019a0000-0000-7000-8000-000000000071,1739264400000,3,2,11824
019a0000-0000-7000-8000-000000000089,1739264400000,2,2,9723
019a0000-0000-7000-8000-000000000101,1739264400000,3,3,6526
019a0000-0000-7000-8000-000000000121,1739264400000,2,3,8954
019a0000-0000-7000-8000-000000000163,1739264400000,1,0,13798
019a0000-0000-7000-8000-000000000249,1739264400000,1,2,13876
019a0000-0000-7000-8000-000000000351,1739264400000,3,2,3832
019a0000-0000-7000-8000-000000000678,1739264400000,2,3,14177
019a0000-0000-7000-8000-000000000042,1739350800000,3,0,6183
019a0000-0000-7000-8000-000000000118,1739350800000,3,2,6137
019a0000-0000-7000-8000-000000000163,1739350800000,3,3,3789
019a0000-0000-7000-8000-000000000375,1739350800000,3,3,9651
019a0000-0000-7000-8000-000000000511,1739350800000,3,0,11662
019a0000-0000-7000-8000-000000000015,1739437200000,3,2,9173
019a0000-0000-7000-8000-000000000079,1739437200000,3,0,5433
019a0000-0000-7000-8000-000000000107,1739437200000,3,2,3020
019a0000-0000-7000-8000-000000000181,1739437200000,3,0,5654
019a0000-0000-7000-8000-000000000249,1739437200000,2,3,5540
019a0000-0000-7000-8000-000000000256,1739437200000,3,2,7163
019a0000-0000-7000-8000-000000000315,1739437200000,3,2,7845
019a0000-0000-7000-8000-000000000427,1739437200000,3,0,12623
019a0000-0000-7000-8000-000000000603,1739437200000,2,0,12920
019a0000-0000-7000-8000-000000000644,1739437200000,3,2,13013
019a0000-0000-7000-8000-000000000042,1739523600000,3,2,11863
019a0000-0000-7000-8000-000000000121,1739523600000,3,2,11801
019a0000-0000-7000-8000-000000000386,1739523600000,3,2,9375
019a0000-0000-7000-8000-000000000511,1739523600000,4,2,12422
019a0000-0000-7000-8000-000000000530,1739523600000,3,2,5334
019a0000-0000-7000-8000-000000000651,1739523600000,2,2,5754
019a0000-0000-7000-8000-000000000675,1739523600000,3,2,3511
019a0000-0000-7000-8000-000000000711,1739523600000,3,2,11195
019a0000-0000-7000-8000-000000000789,1739523600000,3,0,5440
019a0000-0000-7000-8000-000000000079,1739610000000,3,2,10946
019a0000-0000-7000-8000-000000000091,1739610000000,1,2,5096
019a0000-0000-7000-8000-000000000181,1739610000000,3,2,6413
019a0000-0000-7000-8000-000000000306,1739610000000,3,2,14590
019a0000-0000-7000-8000-000000000427,1739610000000,1,2,12954
019a0000-0000-7000-8000-000000000603,1739610000000,3,2,13564
019a0000-0000-7000-8000-000000000678,1739610000000,3,2,3701
019a0000-0000-7000-8000-000000000733,1739610000000,3,2,4670
019a0000-0000-7000-8000-000000000065,1739696400000,2,2,12170
019a0000-0000-7000-8000-000000000071,1739696400000,3,2,4299
019a0000-0000-7000-8000-000000000091,1739696400000,2,3,14358
019a0000-0000-7000-8000-000000000153,1739696400000,1,0,6189
019a0000-0000-7000-8000-000000000182,1739696400000,2,2,9688
019a0000-0000-7000-8000-000000000427,1739696400000,3,3,8581
019a0000-0000-7000-8000-000000000559,1739696400000,1,0,14430
019a0000-0000-7000-8000-000000000578,1739696400000,3,2,6771
019a0000-0000-7000-8000-000000000717,1739696400000,2,0,8986
019a0000-0000-7000-8000-000000000789,1739696400000,1,2,7117
019a0000-0000-7000-8000-000000000153,1739782800000,1,3,11267
019a0000-0000-7000-8000-000000000163,1739782800000,3,2,4033
019a0000-0000-7000-8000-000000000194,1739782800000,3,2,5868
019a0000-0000-7000-8000-000000000226,1739782800000,1,0,10701
019a0000-0000-7000-8000-000000000559,1739782800000,3,3,6284
019a0000-0000-7000-8000-000000000616,1739782800000,3,0,6244
019a0000-0000-7000-8000-000000000789,1739782800000,3,3,4106
019a0000-0000-7000-8000-000000000091,1739869200000,1,2,13315
019a0000-0000-7000-8000-000000000153,1739869200000,3,3,14562
019a0000-0000-7000-8000-000000000226,1739869200000,3,3,7955
019a0000-0000-7000-8000-000000000445,1739869200000,3,2,3774
019a0000-0000-7000-8000-000000000462,1739869200000,3,2,9932
019a0000-0000-7000-8000-000000000531,1739869200000,3,2,11400
019a0000-0000-7000-8000-000000000560,1739869200000,1,0,11133
019a0000-0000-7000-8000-000000000717,1739869200000,4,2,11664
019a0000-0000-7000-8000-000000000049,1739955600000,3,2,4195
019a0000-0000-7000-8000-000000000101,1739955600000,3,2,14351
019a0000-0000-7000-8000-000000000133,1739955600000,3,2,5124
019a0000-0000-7000-8000-000000000352,1739955600000,2,2,3148
019a0000-0000-7000-8000-000000000560,1739955600000,3,3,13451
019a0000-0000-7000-8000-000000000590,1739955600000,3,2,5384
019a0000-0000-7000-8000-000000000610,1739955600000,4,0,3675
019a0000-0000-7000-8000-000000000616,1739955600000,3,2,11259
019a0000-0000-7000-8000-000000000004,1740042000000,3,2,11394
019a0000-0000-7000-8000-000000000153,1740042000000,3,2,14947
019a0000-0000-7000-8000-000000000206,1740042000000,2,2,12013
019a0000-0000-7000-8000-000000000243,1740042000000,3,2,12470
019a0000-0000-7000-8000-000000000339,1740042000000,3,2,9761
019a0000-0000-7000-8000-000000000340,1740042000000,3,2,14095
019a0000-0000-7000-8000-000000000529,1740042000000,1,0,3576
019a0000-0000-7000-8000-000000000768,1740042000000,3,2,10989
019a0000-0000-7000-8000-000000000036,1740128400000,3,0,9076
019a0000-0000-7000-8000-000000000089,1740128400000,2,2,9477
019a0000-0000-7000-8000-000000000128,1740128400000,1,2,14306
019a0000-0000-7000-8000-000000000249,1740128400000,3,2,8383
019a0000-0000-7000-8000-000000000331,1740128400000,1,0,10743
019a0000-0000-7000-8000-000000000427,1740128400000,3,2,13633
019a0000-0000-7000-8000-000000000430,1740128400000,1,2,5954
019a0000-0000-7000-8000-000000000508,1740128400000,1,0,10708
019a0000-0000-7000-8000-000000000529,1740128400000,3,3,11047
019a0000-0000-7000-8000-000000000621,1740128400000,3,0,9166
019a0000-0000-7000-8000-000000000688,1740128400000,3,0,7008
019a0000-0000-7000-8000-000000000020,1740214800000,3,2,11941
019a0000-0000-7000-8000-000000000051,1740214800000,3,2,4307
019a0000-0000-7000-8000-000000000331,1740214800000,2,3,13984
019a0000-0000-7000-8000-000000000508,1740214800000,3,3,3681
019a0000-0000-7000-8000-000000000559,1740214800000,3,2,13324
019a0000-0000-7000-8000-000000000789,1740214800000,2,2,3273
019a0000-0000-7000-8000-000000000036,1740301200000,3,2,4358
019a0000-0000-7000-8000-000000000068,1740301200000,3,2,14607
019a0000-0000-7000-8000-000000000128,1740301200000,3,3,14546
019a0000-0000-7000-8000-000000000158,1740301200000,4,2,13353
019a0000-0000-7000-8000-000000000226,1740301200000,2,2,8394
019a0000-0000-7000-8000-000000000375,1740301200000,3,2,6610
019a0000-0000-7000-8000-000000000430,1740301200000,3,3,9319
019a0000-0000-7000-8000-000000000586,1740301200000,3,2,10239
019a0000-0000-7000-8000-000000000621,1740301200000,2,2,9455
019a0000-0000-7000-8000-000000000688,1740301200000,2,2,13819
019a0000-0000-7000-8000-000000000172,1740387600000,4,0,13366
019a0000-0000-7000-8000-000000000211,1740387600000,2,2,5138
019a0000-0000-7000-8000-000000000216,1740387600000,3,2,9631
019a0000-0000-7000-8000-000000000560,1740387600000,3,2,3941
019a0000-0000-7000-8000-000000000561,1740387600000,3,0,13019
019a0000-0000-7000-8000-000000000564,1740387600000,3,0,6704
019a0000-0000-7000-8000-000000000610,1740387600000,2,2,5661
019a0000-0000-7000-8000-000000000777,1740387600000,2,0,14084
019a0000-0000-7000-8000-000000000147,1740474000000,2,2,7151
019a0000-0000-7000-8000-000000000331,1740474000000,3,2,5896
019a0000-0000-7000-8000-000000000385,1740474000000,3,2,10933
019a0000-0000-7000-8000-000000000400,1740474000000,1,0,8263
019a0000-0000-7000-8000-000000000451,1740474000000,3,0,4342
019a0000-0000-7000-8000-000000000029,1740560400000,4,2,5257
019a0000-0000-7000-8000-000000000400,1740560400000,3,3,8523
019a0000-0000-7000-8000-000000000510,1740560400000,3,0,4099
019a0000-0000-7000-8000-000000000526,1740560400000,4,0,8263
019a0000-0000-7000-8000-000000000529,1740560400000,3,2,11603
019a0000-0000-7000-8000-000000000561,1740560400000,2,2,4122
019a0000-0000-7000-8000-000000000564,1740560400000,3,2,6658
019a0000-0000-7000-8000-000000000777,1740560400000,3,2,11645
019a0000-0000-7000-8000-000000000060,1740646800000,3,0,10743
019a0000-0000-7000-8000-000000000153,1740646800000,2,2,11181
019a0000-0000-7000-8000-000000000451,1740646800000,2,2,10592
019a0000-0000-7000-8000-000000000508,1740646800000,3,2,12606
019a0000-0000-7000-8000-000000000558,1740646800000,3,2,5064
019a0000-0000-7000-8000-000000000622,1740646800000,3,0,6796
019a0000-0000-7000-8000-000000000204,1740733200000,3,0,13249
019a0000-0000-7000-8000-000000000510,1740733200000,2,2,5983
019a0000-0000-7000-8000-000000000741,1740733200000,1,0,9608
019a0000-0000-7000-8000-000000000060,1740819600000,2,2,10102
019a0000-0000-7000-8000-000000000172,1740819600000,2,2,4243
019a0000-0000-7000-8000-000000000196,1740819600000,2,0,5877
019a0000-0000-7000-8000-000000000239,1740819600000,4,2,14055
019a0000-0000-7000-8000-000000000261,1740819600000,1,0,10724
019a0000-0000-7000-8000-000000000305,1740819600000,3,0,13745
019a0000-0000-7000-8000-000000000555,1740819600000,3,2,4661
019a0000-0000-7000-8000-000000000622,1740819600000,3,2,4571
019a0000-0000-7000-8000-000000000741,1740819600000,3,3,11914
019a0000-0000-7000-8000-000000000002,1740906000000,4,0,14083
019a0000-0000-7000-8000-000000000121,1740906000000,2,2,6736
